,label,youtube_id,time_start,time_end,split
1069,tasting beer,71xKpl83CDI,8,18,train
1070,tasting beer,73lWWHJiq-E,157,167,train
1071,tasting beer,7EVeEf9dYrc,339,349,train
1072,tasting beer,7FllR0Kagpg,6,16,train
1073,tasting beer,7IglKrnYkPk,1149,1159,train
1074,tasting beer,7Lj7SWElLF8,0,10,train
1075,tasting beer,7PRbcIhkJw4,296,306,train
1076,tasting beer,7UJ2pb9qajA,0,10,train
1077,tasting beer,7bupIl58KeI,2,12,train
1078,tasting beer,7iz6cPGFnpc,0,10,train
1079,tasting beer,7rWr-zM0dJs,6,16,train
1080,tasting beer,7swmJW9YJwc,316,326,train
1081,tasting beer,7tE5HFqbPZM,0,10,train
1082,tasting beer,8-1sEBoxj1c,448,458,train
1083,tasting beer,8-d1g57TGgQ,4,14,train
1084,tasting beer,80w4o2O4JVA,5,15,train
1085,tasting beer,81-iz7JmybI,219,229,train
1086,tasting beer,88MCZXoWG1c,107,117,train
1087,tasting beer,8Fw1uBqzjTI,54,64,train
1088,tasting beer,8Gpu4G5pVhE,66,76,train
1089,tasting beer,8PDKj6WnymA,1887,1897,train
1090,tasting beer,8PVK4ur0V4E,564,574,train
1091,tasting beer,8RU_sxd9Nrg,63,73,train
1092,tasting beer,8S6pS39xCbE,74,84,train
1093,tasting beer,8YNqoscsDlk,148,158,train
1094,tasting beer,8_3-jVmTbL0,127,137,train
1095,tasting beer,8cYnFdO_RPQ,19,29,train
1096,tasting beer,8keWxIokkrc,168,178,train
1097,tasting beer,8olg31nL4Zo,191,201,train
1098,tasting beer,8s7atcCSykc,354,364,train
1099,tasting beer,96ZapDVEXws,363,373,train
1100,tasting food,-21L3qwiNM8,15,25,train
1101,tasting food,-3WGQWL4ELA,74,84,train
1102,tasting food,-4uPYtpl12U,233,243,train
1103,tasting food,-5eqZR24EQ0,114,124,train
1104,tasting food,-6KfcOhyCtI,42,52,train
1105,tasting food,-F4jKfyxGQ4,108,118,train
1106,tasting food,-LVbgohI4HA,307,317,train
1107,tasting food,-RL4cP38DpU,449,459,train
1108,tasting food,-XAyBVcz3p4,94,104,train
1109,tasting food,-YlIpkYeJbg,176,186,train
1110,tasting food,-ZWaY3jD-Ug,762,772,train
1111,tasting food,-b-Flxl1jfc,9,19,train
1112,tasting food,-fNsl9VsWIE,269,279,train
1113,tasting food,-gOSLBYPUDM,328,338,train
1114,tasting food,-irl68ywUzI,67,77,train
1115,tasting food,-oOfgOBxEtU,31,41,train
1116,tasting food,-r3YHQvjg5k,785,795,train
1117,tasting food,-rmKQkOPZ6c,157,167,train
1118,tasting food,-zD9HGqJFdY,206,216,train
1119,tasting food,0-mcCvalb6Q,550,560,train
1120,tasting food,0-x8UaESVnY,125,135,train
1121,tasting food,04kD4qIoyQg,53,63,train
1122,tasting food,05zoDSBn6ck,306,316,train
1123,tasting food,09MVw4raiZE,575,585,train
1124,tasting food,0WBmnOiJEic,123,133,train
1125,tasting food,0WnmgAp4GiI,138,148,train
1126,tasting food,0biiCGyyCbY,2,12,train
1127,tasting food,0d47EHINWMI,125,135,train
1128,tasting food,0eHUwgTajAw,52,62,train
1129,tasting food,0hZBaym-z8M,174,184,train
1130,tasting food,0jpmhkj8RrY,358,368,train
1131,tasting food,0nNnQi64kwk,93,103,train
1132,tasting food,0qcwqmkRLaw,33,43,train
1133,tasting food,0wCcqh5ZHs8,105,115,train
1134,tasting food,0yzmCBRdeI8,93,103,train
1135,tasting food,1HAKj0YN9OY,42,52,train
1136,tasting food,1Hih0lS2g2Y,561,571,train
1137,tasting food,1JzvBGskXRU,19,29,train
1138,tasting food,1KFWWbURmBg,224,234,train
1139,tasting food,1QbngReum84,102,112,train
1140,tasting food,1fMYgR6dlgA,0,10,train
1141,tasting food,1gGYr5ojTgA,4,14,train
1142,tasting food,1gqvMtdNdTA,84,94,train
1143,tasting food,1knVO7tRcYc,126,136,train
1144,tasting food,1kyaQl90Gnc,96,106,train
1145,tasting food,1oI9CmYAdKs,187,197,train
1146,tasting food,1uT-rbAkdSU,136,146,train
1147,tasting food,1wjRIBcSlkQ,51,61,train
1148,tasting food,20ckloWunwI,61,71,train
1149,tasting food,24Yci74WGfo,130,140,train
1150,tasting food,2B9CspWg7AI,25,35,train
1151,tasting food,2HbcJJT8b9k,35,45,train
1152,tasting food,2LviL4hOhqk,380,390,train
1153,tasting food,2QelHMM3ZbY,63,73,train
1154,tasting food,2TO0YpHSXD8,87,97,train
1155,tasting food,2ZbBoubXCyo,569,579,train
1156,tasting food,2ZoGFQBivo4,5,15,train
1157,tasting food,2hQsDVgRxzU,106,116,train
1158,tasting food,2kfb89Q10w8,49,59,train
1159,tasting food,2y2DBCOhQr4,118,128,train
1160,tasting food,2yimbyG6I_8,12,22,train
1161,tasting food,33Rr_nR8H54,233,243,train
1162,tasting food,349l-LfBa4I,174,184,train
1163,tasting food,3D4rhy-ab5s,105,115,train
1164,tasting food,3Ijw_gJWw4Y,391,401,train
1165,tasting food,3SD4DAIPRS0,34,44,train
1166,tasting food,3q4HFKoV8tM,384,394,train
1167,tasting food,3qkZVudpypQ,597,607,train
1168,tasting food,4-ArsQotXG0,580,590,train
1169,tasting food,42CVeAjXKTo,110,120,train
1170,tasting food,46xG81MU4zM,48,58,train
1171,tasting food,473VgJ2VBeE,47,57,train
1172,tasting food,4Ef0hWXYCn8,52,62,train
1173,tasting food,4FLu6VEfbvQ,2,12,train
1174,tasting food,4Jn5v8ZQY3A,1,11,train
1175,tasting food,4M0iKp8h67M,11,21,train
1176,tasting food,4XLzKl26C9E,12,22,train
1177,tasting food,53-zz8anWbs,75,85,train
1178,tasting food,56ZHdTnJkoE,223,233,train
1179,tasting food,5OlMtMKLslI,0,10,train
1180,tasting food,5ZelPIlAu2Y,137,147,train
1181,tasting food,5_hKBhR_duk,141,151,train
1182,tasting food,5j0wzjAbk7s,382,392,train
1183,tasting food,5n6uxCOlpEg,216,226,train
1184,tasting food,5oQgMyVvl28,0,10,train
1185,tasting food,5pL_cx5xzHw,241,251,train
1186,tasting food,6AwY0JID0Ik,274,284,train
1187,tasting food,6GfxQictjXE,254,264,train
1188,tasting food,6Xk267uQes4,181,191,train
1189,tasting food,6vVle67Tfjc,1075,1085,train
1190,tasting food,74aDzfSNNJE,42,52,train
1191,tasting food,79MVo8csIG8,40,50,train
1192,tasting food,7ZRpBNBuL18,177,187,train
1193,tasting food,7uBnjYN_R8I,0,10,train
1194,tasting food,7zUlhOCvA9k,260,270,train
1195,tasting food,8AdbEih7eqM,17,27,train
1196,tasting food,8DFzp1kkVIw,64,74,train
1197,tasting food,8GCDdWbtpDw,240,250,train
1198,tasting food,8RWink6nJFk,292,302,train
1199,tasting food,8TQcUZ600d4,71,81,train
1200,tasting wine,-5SVmzwr7TU,58,68,train
1201,tasting wine,-YBD688QfbE,114,124,train
1202,tasting wine,-h6wMcfMKuo,73,83,train
1203,tasting wine,-jFCuaqC3UI,57,67,train
1204,tasting wine,-tWRYh28_4k,158,168,train
1205,tasting wine,-unWPjvOMlo,65,75,train
1206,tasting wine,-wHgy1JKQ0I,82,92,train
1207,tasting wine,05aykvHYcV4,107,117,train
1208,tasting wine,0BOkcbLMuco,16,26,train
1209,tasting wine,0NIwj0DDZMY,23,33,train
1210,tasting wine,0R3ld4SEYI0,24,34,train
1211,tasting wine,0_eRLyRWXCU,76,86,train
1212,tasting wine,0bCn77F6kTo,397,407,train
1213,tasting wine,0kql9MOZRKg,24,34,train
1214,tasting wine,0mMqoJkEhu8,369,379,train
1215,tasting wine,0munfFq4vXk,46,56,train
1216,tasting wine,0nVKAKshdk4,23,33,train
1217,tasting wine,0ojcd_EJeMM,87,97,train
1218,tasting wine,0r02ZLgZAA8,496,506,train
1219,tasting wine,0rqk25GC-24,269,279,train
1220,tasting wine,0wP-FgWjw5c,52,62,train
1221,tasting wine,0xLWlM637KI,49,59,train
1222,tasting wine,13CcbaDPrbo,5,15,train
1223,tasting wine,17KGaZk_MI4,39,49,train
1224,tasting wine,19HyTEZfgmc,425,435,train
1225,tasting wine,1Iw6qYdTLzo,76,86,train
1226,tasting wine,1QIuUqzU_04,30,40,train
1227,tasting wine,1TpqMzxqcVs,137,147,train
1228,tasting wine,1b7nlSL0M2k,68,78,train
1229,tasting wine,1sQF9wDKqFc,41,51,train
1230,tasting wine,1tKfJ3CWwrQ,34,44,train
1231,tasting wine,1xaBwEHNkUo,8,18,train
1232,tasting wine,1zBUyEl_0H4,108,118,train
1233,tasting wine,230IYv4o6qc,196,206,train
1234,tasting wine,292p_SgGW7E,593,603,train
1235,tasting wine,2XjCCZn9vNs,18,28,train
1236,tasting wine,2wdyfmcb2RQ,54,64,train
1237,tasting wine,3A4A7_MdQ_s,355,365,train
1238,tasting wine,3CbEH4n0nxQ,106,116,train
1239,tasting wine,3OO5hBoigfE,231,241,train
1240,tasting wine,3b2ZDo2LBd8,132,142,train
1241,tasting wine,3ba41_1HyLE,16,26,train
1242,tasting wine,3hFHVwesEtg,183,193,train
1243,tasting wine,3nsbXxyg3q4,509,519,train
1244,tasting wine,3ol66GyW11E,0,10,train
1245,tasting wine,4TLjBSJY1TM,983,993,train
1246,tasting wine,4YK8GJyxNtw,20,30,train
1247,tasting wine,4bv44KVWhD8,324,334,train
1248,tasting wine,4eRWBc_3-u4,109,119,train
1249,tasting wine,4fmU64ZKD0w,263,273,train
1250,tasting wine,4w6uUTay4EY,116,126,train
1251,tasting wine,57zLlXkFAEM,79,89,train
1252,tasting wine,5FU6pGoJPeY,30,40,train
1253,tasting wine,5fnGd67vdPc,7,17,train
1254,tasting wine,5na_Cvbkwww,79,89,train
1255,tasting wine,63X8LewP1J0,0,10,train
1256,tasting wine,6DfPngLRkEQ,29,39,train
1257,tasting wine,6JBJD9JvXNs,113,123,train
1258,tasting wine,6UML_RgbaD8,119,129,train
1259,tasting wine,6azCOoFcTAQ,104,114,train
1260,tasting wine,6fksEGV9k3w,46,56,train
1261,tasting wine,6gQAINiwbg0,48,58,train
1262,tasting wine,6mzjjAtkZJ8,201,211,train
1263,tasting wine,6uXtlYA1Miw,196,206,train
1264,tasting wine,72AL115hUew,37,47,train
1265,tasting wine,77Y-xWLeInI,24,34,train
1266,tasting wine,7NWoNSMupII,235,245,train
1267,tasting wine,7aHJff2wOOA,132,142,train
1268,tasting wine,7sXhN1Zptss,305,315,train
1269,tasting wine,7uafCkZvKr0,9,19,train
1270,tasting wine,87G4Igv0eTk,0,10,train
1271,tasting wine,88KM64qmtf0,6,16,train
1272,tasting wine,8L6nCP-DmCE,48,58,train
1273,tasting wine,8LRc80eGKsU,191,201,train
1274,tasting wine,8TQKA1JtPRk,107,117,train
1275,tasting wine,8VCPyVcg2zY,2,12,train
1276,tasting wine,8ahCFbE7H5w,152,162,train
1277,tasting wine,8rPu8zon0js,9,19,train
1278,tasting wine,9AlGMfj2xdw,208,218,train
1279,tasting wine,9PyjFHhCRNw,564,574,train
1280,tasting wine,9cNU2K3Gd3A,76,86,train
1281,tasting wine,9erjZTC6cTI,47,57,train
1282,tasting wine,9osBxkRILWM,8,18,train
1283,tasting wine,9pEOH98dxOA,11,21,train
1284,tasting wine,A33XYzuss18,36,46,train
1285,tasting wine,A58gEVuN_tk,41,51,train
1286,tasting wine,A6jAkq988_M,44,54,train
1287,tasting wine,ABaT8vPxF7A,243,253,train
1288,tasting wine,AERtm5FD2rI,15,25,train
1289,tasting wine,AMPSyUu1r0U,200,210,train
1290,tasting wine,AMiZgUSb9pE,274,284,train
1291,tasting wine,APIHeMSXXQw,121,131,train
1292,tasting wine,AX_dPPk8y2Q,533,543,train
1293,tasting wine,AjLzyFcEaZI,83,93,train
1294,tasting wine,Aq9lKExDhJk,141,151,train
1295,tasting wine,AuVKNOxc4VM,246,256,train
1296,tasting wine,AyOkFdeM6W8,31,41,train
1297,tasting wine,B9rYeegvgPs,12,22,train
1298,tasting wine,BFRUqwvjPv8,192,202,train
1299,tasting wine,BLZBr54Hf-M,261,271,train
1300,sipping cup,--0l35AkU34,68,78,train
1301,sipping cup,-BY0c8fW0GQ,47,57,train
1302,sipping cup,-EAKRuCKemQ,48,58,train
1303,sipping cup,-NEOFiRd1Fw,0,10,train
1304,sipping cup,-QgnoduDx7M,155,165,train
1305,sipping cup,-Sakghltwyc,13,23,train
1306,sipping cup,-amkUVAla_M,56,66,train
1307,sipping cup,-bnx6c_3toc,0,10,train
1308,sipping cup,-ioDNgX7MXY,79,89,train
1309,sipping cup,-xMDCIZsu9Q,34,44,train
1310,sipping cup,00rtry4LqmE,48,58,train
1311,sipping cup,01G88hTRWog,16,26,train
1312,sipping cup,0556EWLhn1s,30,40,train
1313,sipping cup,07-A-IvMLzM,1,11,train
1314,sipping cup,09QIrVprBak,28,38,train
1315,sipping cup,0CGSXGE52Wk,8,18,train
1316,sipping cup,0KK4JAYXxkc,0,10,train
1317,sipping cup,0P2kkBHVr48,1,11,train
1318,sipping cup,0PW6oJY-8Tw,34,44,train
1319,sipping cup,0ZkGNwyj-Po,0,10,train
1320,sipping cup,0_yHplp2MaI,70,80,train
1321,sipping cup,0e7zzQiFL98,32,42,train
1322,sipping cup,11dJg1VBku0,22,32,train
1323,sipping cup,136gZoUJdk0,40,50,train
1324,sipping cup,162ro8sHvXM,25,35,train
1325,sipping cup,1DJOoAlp2wY,37,47,train
1326,sipping cup,1Iyu9eDshLI,35,45,train
1327,sipping cup,1LlyjLaSNeM,0,10,train
1328,sipping cup,1TbnXMOh76k,10,20,train
1329,sipping cup,1Xx4ELUMrsw,8,18,train
1330,sipping cup,1ePv7m8h-18,81,91,train
1331,sipping cup,1hnpFFVbsJg,42,52,train
1332,sipping cup,1j9ouXDZFnA,24,34,train
1333,sipping cup,1oNhyqfjls8,32,42,train
1334,sipping cup,1spaLlCs8as,0,10,train
1335,sipping cup,2-YmGDdF5dw,55,65,train
1336,sipping cup,2AcaCFbvxmA,14,24,train
1337,sipping cup,2HXBEfncGgE,0,10,train
1338,sipping cup,2MbfIUZcuDE,62,72,train
1339,sipping cup,2N89BupWVx8,2,12,train
1340,sipping cup,2NBEfC4U2z4,23,33,train
1341,sipping cup,2S-XhpUAjA8,7,17,train
1342,sipping cup,2T6-Q2mlHwM,21,31,train
1343,sipping cup,2YLxy8-zlCU,21,31,train
1344,sipping cup,2ZVNC61eWew,52,62,train
1345,sipping cup,2aY7-k1ZrHI,16,26,train
1346,sipping cup,2fzl60IARS4,25,35,train
1347,sipping cup,2gyM6ETKj0M,13,23,train
1348,sipping cup,2irxf272PVY,9,19,train
1349,sipping cup,2itvSCPekgc,45,55,train
1350,sipping cup,2kFwKby-crI,47,57,train
1351,sipping cup,2szvoPuZoxs,0,10,train
1352,sipping cup,34ksx-DQKBo,25,35,train
1353,sipping cup,36GL15n01Fc,15,25,train
1354,sipping cup,38BdDYrpusc,16,26,train
1355,sipping cup,39dJPXc8zhQ,14,24,train
1356,sipping cup,3BqWXcYKMiM,5,15,train
1357,sipping cup,3CDFFrOazS8,22,32,train
1358,sipping cup,3G-pMo6xn8M,18,28,train
1359,sipping cup,3JCoixnjPxw,24,34,train
1360,sipping cup,3LUW73G7KhI,53,63,train
1361,sipping cup,3S3OZDnndas,6,16,train
1362,sipping cup,3XkwnA5Csjw,33,43,train
1363,sipping cup,3cgMix3ithg,51,61,train
1364,sipping cup,3eWz3AfoN44,11,21,train
1365,sipping cup,3es0MaBBlJU,1,11,train
1366,sipping cup,3gWgNcGuYwA,42,52,train
1367,sipping cup,3hAQXrN3DgY,0,10,train
1368,sipping cup,3tWPfvhgjTk,0,10,train
1369,sipping cup,3vU307YPX6Y,4,14,train
1370,sipping cup,3xtlbGzf0VI,32,42,train
1371,sipping cup,4-TIWCDpm94,0,10,train
1372,sipping cup,45ZsCOh7vbY,16,26,train
1373,sipping cup,4DxR31O_dFc,12,22,train
1374,sipping cup,4EKVZXdFis4,28,38,train
1375,sipping cup,4RJAaWXeYng,25,35,train
1376,sipping cup,4eQskzKrhAM,127,137,train
1377,sipping cup,4lo8wYOvvvs,22,32,train
1378,sipping cup,4zOz00nrNHk,2,12,train
1379,sipping cup,5-TPZkTfIZk,12,22,train
1380,sipping cup,555wf-ctMb8,59,69,train
1381,sipping cup,59al2DKmruM,120,130,train
1382,sipping cup,5ENwRt43GTY,21,31,train
1383,sipping cup,5M9iANQJ1J0,32,42,train
1384,sipping cup,5TxTGmPqBaw,23,33,train
1385,sipping cup,5dRQXxsxtd8,10,20,train
1386,sipping cup,5iBzpL_ahcs,12,22,train
1387,sipping cup,5mD7T69rkbE,66,76,train
1388,sipping cup,5tMhB06i_vE,19,29,train
1389,sipping cup,5x6KHQQJ-Zc,26,36,train
1390,sipping cup,5yr5VgU2LNI,24,34,train
1391,sipping cup,6-7v4JGcF5o,1,11,train
1392,sipping cup,62KAMIjikJQ,3,13,train
1393,sipping cup,66doNqcDsY0,4,14,train
1394,sipping cup,69ixPkXP0jw,85,95,train
1395,sipping cup,6HzRmgmct4c,0,10,train
1396,sipping cup,6YIU4I0uV1A,7,17,train
1397,sipping cup,6YzJoLbTbyc,20,30,train
1398,sipping cup,6akKdh2l9ik,20,30,train
1399,sipping cup,6d9252QC_d8,272,282,train
1400,texting,-D4yLQ5Oz4o,1,11,train
1401,texting,-P6iWfJzxFo,78,88,train
1402,texting,-TB-UFW3T7c,71,81,train
1403,texting,-i7p94TDe84,52,62,train
1404,texting,-jYgVHE8UfQ,196,206,train
1405,texting,-kYox8szaZ8,65,75,train
1406,texting,-sODNa60qVI,36,46,train
1407,texting,0fAhzSGE8xQ,2,12,train
1408,texting,0hljHfp50Ww,19,29,train
1409,texting,18REigE2N3g,117,127,train
1410,texting,1EFUID3Po_8,114,124,train
1411,texting,1JLSdlYKC8U,33,43,train
1412,texting,1MXzldqZYx8,11,21,train
1413,texting,1QkyPybe92c,15,25,train
1414,texting,1SUAiluQxzU,24,34,train
1415,texting,1bSCx4MNLCQ,225,235,train
1416,texting,1m0gNjUwrB8,11,21,train
1417,texting,1pUq2ISa6D4,33,43,train
1418,texting,2EkAMVfRkac,6,16,train
1419,texting,2RpnrzTDDJo,34,44,train
1420,texting,2jOetWKF6iY,311,321,train
1421,texting,2ry8qTm8Kiw,0,10,train
1422,texting,3DFVl56I31o,147,157,train
1423,texting,3HXHDWhRqFk,65,75,train
1424,texting,3bAsDxMwQ2Y,44,54,train
1425,texting,3jv_KCaYTTA,152,162,train
1426,texting,3sjTJfJhccI,110,120,train
1427,texting,3unFVPG2j0E,26,36,train
1428,texting,4-VFzhJacCc,25,35,train
1429,texting,4EvMAimEl2c,27,37,train
1430,texting,4hZ0Vm5YEGs,27,37,train
1431,texting,4icy6hVXkbk,12,22,train
1432,texting,4yhcw2hDQ0I,109,119,train
1433,texting,5CUP25Y8hO0,4,14,train
1434,texting,5Ylqe-ZsbBc,151,161,train
1435,texting,5bURDTZ6I8A,75,85,train
1436,texting,5fr8IrjTuFA,17,27,train
1437,texting,5fscaJIpOKc,68,78,train
1438,texting,5nNkdC4EbEk,5,15,train
1439,texting,5qkvzHwmVZg,2,12,train
1440,texting,5sZ5rsPJA4A,189,199,train
1441,texting,5xBP7jaFWSU,52,62,train
1442,texting,62YF_4aZBk4,567,577,train
1443,texting,66vol_itGIs,11,21,train
1444,texting,67s_L4Er62E,33,43,train
1445,texting,6979ZgMqbiA,52,62,train
1446,texting,6DJITVBoQgY,116,126,train
1447,texting,6FRwFrnoPBo,44,54,train
1448,texting,6WfP_ix5Vxw,4,14,train
1449,texting,6bsDTn3JqIw,32,42,train
1450,texting,6ci3l0tdwjg,0,10,train
1451,texting,6jcijZ-Ygd8,31,41,train
1452,texting,6qc_7J8clBA,64,74,train
1453,texting,73pufqK6zHc,48,58,train
1454,texting,76luqDi0Zag,1,11,train
1455,texting,780FQ4omdpI,617,627,train
1456,texting,7IiAUPe97uE,20,30,train
1457,texting,7J7NMlxDW98,61,71,train
1458,texting,7NNRhQ7iZZU,30,40,train
1459,texting,7_DerwpcOTE,12,22,train
1460,texting,7gzZxLktjhU,73,83,train
1461,texting,7ofPJWGIEyw,39,49,train
1462,texting,7yPwfnhZryI,0,10,train
1463,texting,89bJky6dvD8,21,31,train
1464,texting,8E5qA1KGROs,33,43,train
1465,texting,8GPrv8zN_a8,101,111,train
1466,texting,8tVKe1P_qiY,22,32,train
1467,texting,9-8mo2tsqVM,55,65,train
1468,texting,93oxYhH9BFY,180,190,train
1469,texting,9IIl27Dru_I,488,498,train
1470,texting,9MbgctM1Yko,0,10,train
1471,texting,9N5ZtBQIxZU,149,159,train
1472,texting,9Xbt980H-tA,42,52,train
1473,texting,9_oTJrUkJcc,60,70,train
1474,texting,9eVekA88flU,347,357,train
1475,texting,9grFTWQ4ReQ,58,68,train
1476,texting,9kJwk16Tjy4,33,43,train
1477,texting,9tSa4358TzY,7,17,train
1478,texting,A-gdms0Srcc,66,76,train
1479,texting,ADX9gSvLum8,37,47,train
1480,texting,AFyPPLWUJyA,104,114,train
1481,texting,ALZgCQ70si0,54,64,train
1482,texting,AQyagXtC6k4,2,12,train
1483,texting,AShkbjGEk-k,59,69,train
1484,texting,AYyvCKNDct8,13,23,train
1485,texting,AcB95TspZZs,49,59,train
1486,texting,AoUV2Lge274,1,11,train
1487,texting,AsWHvTMkkww,32,42,train
1488,texting,B2cFdw-MvHU,20,30,train
1489,texting,BHi3pkTwaSc,11,21,train
1490,texting,BOdhSsPl5Ng,2,12,train
1491,texting,B_iTSUfLc7E,24,34,train
1492,texting,BswOy2mbmJo,50,60,train
1493,texting,BxjDv4HzYsU,69,79,train
1494,texting,C2gZs2oB1r4,29,39,train
1495,texting,C9wujZaBGTo,27,37,train
1496,texting,CAPi7f_Fb10,77,87,train
1497,texting,CWScDgPenDk,140,150,train
1498,texting,ClokKWgywGU,130,140,train
1499,texting,CrEPN4O_jjQ,83,93,train
1500,talking on cell phone,-6sI9s723MM,252,262,train
1501,talking on cell phone,-DfFhaIZFnc,26,36,train
1502,talking on cell phone,-EpXImTKjiE,0,10,train
1503,talking on cell phone,-StafQ1HkWY,61,71,train
1504,talking on cell phone,-TvArUeYvAk,20,30,train
1505,talking on cell phone,-XaEKKa3xvQ,12,22,train
1506,talking on cell phone,-cY6P1g_07Y,10,20,train
1507,talking on cell phone,-l8mk2N1Mjg,145,155,train
1508,talking on cell phone,-pKetjoVoK0,6,16,train
1509,talking on cell phone,-rbnrdaLQeY,40,50,train
1510,talking on cell phone,-vcgyAGaR08,2,12,train
1511,talking on cell phone,0-snKX-_9fM,22,32,train
1512,talking on cell phone,01LD7Lt1usE,0,10,train
1513,talking on cell phone,02n6_5ygaMM,13,23,train
1514,talking on cell phone,0BJ60VVe8Lg,29,39,train
1515,talking on cell phone,0CW0Tv4M3Og,14,24,train
1516,talking on cell phone,0W1Jzn2Xitw,9,19,train
1517,talking on cell phone,0ayx557xBZI,113,123,train
1518,talking on cell phone,0t2hf95QA9Q,153,163,train
1519,talking on cell phone,0vjlibHExOM,95,105,train
1520,talking on cell phone,10y5aZoWXIA,51,61,train
1521,talking on cell phone,11KY5BmgvLE,42,52,train
1522,talking on cell phone,1MV5grUXMtM,15,25,train
1523,talking on cell phone,1NrR6jSjCYo,99,109,train
1524,talking on cell phone,1a-LZV2i1j4,130,140,train
1525,talking on cell phone,1hmVxSv-I2o,25,35,train
1526,talking on cell phone,1jY2y71F3Y0,3,13,train
1527,talking on cell phone,1muZyRTypv4,54,64,train
1528,talking on cell phone,1nqZfSAEuxw,0,10,train
1529,talking on cell phone,1oOHtawqu8M,12,22,train
1530,talking on cell phone,1phksatXQYc,5,15,train
1531,talking on cell phone,1qbBQcMLOnI,15,25,train
1532,talking on cell phone,2D5Ox6hUgd4,246,256,train
1533,talking on cell phone,2EMP3-xRnrU,11,21,train
1534,talking on cell phone,2KQbj7FjgXw,9,19,train
1535,talking on cell phone,2SL6kyDQjHo,103,113,train
1536,talking on cell phone,2YnqM-MWbmw,9,19,train
1537,talking on cell phone,2eyqjQUXLqo,32,42,train
1538,talking on cell phone,2jhyaBDX9ak,7,17,train
1539,talking on cell phone,2kXYvIQPlE4,0,10,train
1540,talking on cell phone,2ksGo5EQZCA,4,14,train
1541,talking on cell phone,2qTIYCFEGwA,43,53,train
1542,talking on cell phone,2wGkkRZRg0I,0,10,train
1543,talking on cell phone,31k2rkUGgeQ,50,60,train
1544,talking on cell phone,38CvlPGcnI8,10,20,train
1545,talking on cell phone,3Dydf6Yndh4,46,56,train
1546,talking on cell phone,3MuP8nzDtlQ,3,13,train
1547,talking on cell phone,3ZbQIL-85oQ,143,153,train
1548,talking on cell phone,3aAsx-inp_Y,69,79,train
1549,talking on cell phone,3g1JNtIZt48,18,28,train
1550,talking on cell phone,3jV2cOjH2xA,77,87,train
1551,talking on cell phone,3loWWsK3bmc,4,14,train
1552,talking on cell phone,3mm2w2CEG6c,36,46,train
1553,talking on cell phone,3o4pHF6Kit8,34,44,train
1554,talking on cell phone,3pXzzohq6ow,1,11,train
1555,talking on cell phone,3yBLgJ44yoY,8,18,train
1556,talking on cell phone,3ysR3Yeom4U,40,50,train
1557,talking on cell phone,44mFype1uas,43,53,train
1558,talking on cell phone,4BMBhlMPu8w,10,20,train
1559,talking on cell phone,4HT_NVbCgvo,0,10,train
1560,talking on cell phone,4JXjI33ns6k,49,59,train
1561,talking on cell phone,4Q_jbU5EaaE,32,42,train
1562,talking on cell phone,4dzxU53nQzA,0,10,train
1563,talking on cell phone,4gq9h21LRlU,2,12,train
1564,talking on cell phone,4iL592w0yLk,17,27,train
1565,talking on cell phone,4kV0JSYXMEY,73,83,train
1566,talking on cell phone,4nGV6-rnJwQ,15,25,train
1567,talking on cell phone,4ndfA3XJcbA,0,10,train
1568,talking on cell phone,4t1SHrYEIOo,0,10,train
1569,talking on cell phone,4uMGl8G4nXM,59,69,train
1570,talking on cell phone,5-A7ll-XewE,54,64,train
1571,talking on cell phone,52C40IKLiWA,0,10,train
1572,talking on cell phone,5DTvckVk9Ig,18,28,train
1573,talking on cell phone,5GXMjLMJc6U,0,10,train
1574,talking on cell phone,5K0E1P52LgU,71,81,train
1575,talking on cell phone,5N4MT4F1XjI,139,149,train
1576,talking on cell phone,5WDwLcHcRqw,47,57,train
1577,talking on cell phone,5Yut1cf8Fp4,16,26,train
1578,talking on cell phone,5_IZEc2hhfE,0,10,train
1579,talking on cell phone,5lQmkbsiUq4,14,24,train
1580,talking on cell phone,5tiApPrlhPE,60,70,train
1581,talking on cell phone,68HMxA9QQXU,2,12,train
1582,talking on cell phone,6AgspZK8mRU,0,10,train
1583,talking on cell phone,6HtRVVUKnQk,93,103,train
1584,talking on cell phone,6Lkvw_DQuKY,19,29,train
1585,talking on cell phone,6PubWFLc6UE,48,58,train
1586,talking on cell phone,6YmsYUMOqto,65,75,train
1587,talking on cell phone,6s0g4eLkhSA,1,11,train
1588,talking on cell phone,75djzMIDS0I,40,50,train
1589,talking on cell phone,77tIL5BNki4,0,10,train
1590,talking on cell phone,7AT62GVGlpI,0,10,train
1591,talking on cell phone,7AcO9Dviow8,41,51,train
1592,talking on cell phone,7AzMzJjzsDc,0,10,train
1593,talking on cell phone,7GwZEnfAmz0,39,49,train
1594,talking on cell phone,7bs0U7XCSYQ,1,11,train
1595,talking on cell phone,87-CcDBhcB4,60,70,train
1596,talking on cell phone,87DDGUZJHzk,4,14,train
1597,talking on cell phone,8DFbRl8Nz3w,14,24,train
1598,talking on cell phone,8Nr2GJ1gM60,44,54,train
1599,talking on cell phone,8TK3ESo1xJk,27,37,train
1600,looking at phone,-6lU6QJ1twg,69,79,train
1601,looking at phone,-7wFG7pYY5Y,0,10,train
1602,looking at phone,-IAamyWkY0k,86,96,train
1603,looking at phone,-JFF6T-J5g0,87,97,train
